neg,@BrickStarted LOL! Idiot Bot. You're advertising #BernieSanders just b/c I joked #BuildTheWall to stop ocean rise from #GlobalWarming
neg,Who is polluting the air? #environment #climatechange #globalwarming  https://t.co/Uh0TPBfMHo
pos,#inspired #hope from #einstein #EleanorRoosevelt #rumi and #courseinmiracles  #globalwarming Trumpism: When... https://t.co/ItPM5xXkqj
pos,We're seeking out the coolest spots in Colombo.  #globalwarming https://t.co/NKVPU2inxS https://t.co/jCwMmuGysT
neg,Freaking out about NYC sea level rise is easy to do when you don't pay attention to history https://t.co/0TsgZEXfd3 #GlobalWarming
neg,Climate Depot:Aussie Climate Scientist Arrested for Fraud #COP21 #globalwarming #climate #ClimateChange https://t.co/3EF5AFnhUW
neg,#GlobalWarming #Tcot Millions In US At Risk From Rising Seas: Study: Scientists are concern... https://t.co/f1kAMdf4MG #UniteBlue #CC :-(
neg,#GlobalWarming #Tcot Nobel Laureates to Arctic Council: No More Drilling: Noting that many ... https://t.co/iHBvfnj6XU #UniteBlue #CC :-(
neg,It's mid-March and I'm already being dive bombed in my ear holes by mosquitos. #globalwarming #humanbuffet #whydotheylovemesomuch
neg,Dangerous global warming will happen sooner than thought – study - The Guardian https://t.co/j7vkn4CGtO #GlobalWarming
neg,Earth sets terrifying new temperature record | The New Daily https://t.co/cKWKFsfJfN #auspol #GlobalWarming #ClimateChange
neg,“Giant metaphor crashes through the ice in Canada’s North.”  #irony  #globalwarming https://t.co/dQ4A4GzLnL
pos,Health Care Tips | Health Care Tips... https://t.co/WzlxCG0JPj #scorpio #globalwarming | https://t.co/L1OV6bBe7I https://t.co/Bpi0UzEv0g
pos,https://t.co/wEafFLkw45 Please Retweet! #climatechange #GlobalWarming
neg,February breaks global temperature records by 'shocking' amount https://t.co/nN4c5JYJFP #climatechange #globalwarming
neg,Today we had very British weather in Sydney... Somethings broken... #globalwarming
neg,Honestly if #globalwarming was actually #DeathToSpring I would be leader of the fan club and would try to sway people to our cause.
neg,Love trees and oxygen  hate #globalwarming. Check out this initiative planting 10 000 new trees to restore forests https://t.co/RMNgEoreWt
neg,Could bright  foamy wakes from #ocean ships combat #GlobalWarming?  https://t.co/8MvYnxM9u2  #Geoengineering #climate #science #tech #debate
neg,My alma mater published a research study concerning #climatechange and #globalwarming #conservation #uga  https://t.co/Ino10opla0
pos,armastis : Gonna pick up one of these bad boys one day. ° ° ° #hummer #h1 #globalwarming #exotics… … https://t.co/K2V0faobSv)
pos,armastis : Gonna pick up one of these bad boys one day. ° ° ° #hummer #h1 #globalwarming #exotics… … https://t.co/FUSURC4oa5)
pos,armastis : Gonna pick up one of these bad boys one day. ° ° ° #hummer #h1 #globalwarming #exotics… … https://t.co/B6hhKPAR8D)
pos,Gonna pick up one of these bad boys one day. ° ° ° #hummer #h1 #globalwarming #exotics #supercars #instacars #carpo… https://t.co/87A48nT3Bo
pos,Gonna pick up one of these bad boys one day. ° ° ° #hummer #h1 #globalwarming #exotics #supercars #instacars #carpo… https://t.co/4d6h9aIYkV
pos,Gonna pick up one of these bad boys one day. ° ° ° #hummer #h1 #globalwarming #exotics #supercars #instacars #carpo… https://t.co/VQACFTRxkj
pos,Gonna pick up one of these bad boys one day. ° ° ° #hummer #h1 #globalwarming #exotics… https://t.co/wzwWBqnReu
pos,Gonna pick up one of these bad boys one day. ° ° ° #hummer #h1 #globalwarming #exotics… https://t.co/hbfKw8Q8xt
neg,February breaks global temperature records by 'shocking' amount https://t.co/Kvs5xtibTy 🔥 #climatechange #globalwarming
pos,Gonna pick up one of these bad boys one day. ° ° ° #hummer #h1 #globalwarming #exotics… https://t.co/kP3ujcOkbb
neg,Methane emissions on public lands impact climate change and waste energy |… https://t.co/gAhFEXj9pF #globalwarming #environment
neg,#globalwarming is as serious as ❤️attack...but like... ❤️attack where u don't have bottles o Bayer just layin around https://t.co/KXEkmwGHRp
neg,#Climate deniers blame #globalwarming on nature. This NASA data begs to differ https://t.co/ssF8d91wfc
pos,armastis : Gonna pick up one of these bad boys one day. ° ° ° #hummer #h1 #globalwarming #exotics… … https://t.co/NBfrmWICUN)
neg,Hate to be a naysayer but... February breaks global temperature records by 'shocking' amount https://t.co/EqSc7tHTKQ #globalwarming
neg,#NPC Is this the #globalwarming that Shorten will spend billions on? FFS vote @LiberalAus https://t.co/4CtVyDKgLP
pos,Welcome to Australian Politics !  #auspol #globalwarming #risingwater #headinthesand https://t.co/QsxzaaivvS
neg,I need to start bringing my giant fan to work. The heat is unbelievable. #globalwarming
pos,#inspired #hope from #einstein #EleanorRoosevelt #rumi and #courseinmiracles  #globalwarming What Facebook ... https://t.co/yI3tERawes
neg,Trader Joe's: Stop Creating SO MUCH WASTE - Sign the Petition! https://t.co/w6nIvVvOTd #climate  #solar  #globalwarming  #drought
neg,@ABC7Chicago @kaplanikids Not "incredible".  Frightening! #climatechange #globalwarming
neg,It's official: We can now say global warming has made some weather events worse - Washington Post https://t.co/NLfI3aSmpT #GlobalWarming
neg,Where climate change consequences disrupt lives https://t.co/g5mpuBq30X #climatedisruption #globalwarming #NC #divest
neg,A #Republican will not believe in #ClimateChange/#GlobalWarming even when their house is flooding  being blown away  or buried in snow! #GOP
neg,February breaks global temperature records by 'shocking' amount https://t.co/OmdV6FBovB #globalwarming #greenhouse #drought #environment
neg,@CBCNews  Alberta Canada 1 of 3 - Toxic - VICE  https://t.co/PDhA6YFF2p #dirtyoil #oilsands #tarsands #Alberta #ronaambros #globalwarming
neg,https://t.co/m5tSV34Nxn this man is an embarrassing expert on deception definitely not #climatechange #globalwarming
pos,Trees to the rescue. Help save our forests. Plant a tree. #conservation #sustainability #globalwarming https://t.co/1w8JPs68XC
pos,The marketing team of #TinyHouse movement shud work on #globalwarming. If u can rebrand trailer parks as hip/cool  humanity needs ur skills.
neg,#NASA data: February breaks global temperature records by 'shocking' amount https://t.co/RgxzZWJxjK #globalwarming https://t.co/j5Nh5BrZYb
neg,#auspol Lefties are ashamed that only a @LiberalAus has managed to clean up the planet #globalwarming https://t.co/VklxwtPBIp
neg,Scare Tactic: February breaks global temperature records by 'shocking' amount  https://t.co/7oxluXbwFr  #globalwarming is a farce
neg,February 2016 Was the Most Abnormally Warm Month Ever Recorded  Topping January 2016. #globalwarming #climatechange https://t.co/kTtP3KJZns
neg,#PopularScience: #SO2 #Pollution Hid #GlobalWarming From Us For Years. https://t.co/IMQhnLq6gV #climatechange
pos,.@CFJC_Today calling for a beauty in #Regina  not so much in #Edmonton. Who says #GlobalWarming isn't real! https://t.co/ybyK8ifjTD
neg,#auspol #globalwarming lies continue.  Scientists need more of your research  $$$$ https://t.co/QyNsgWv6ER
neg,Chief Scientist of Australia: "We're not winning the battle". #climatechange #science @QandA #auspol #carbon #globalwarming #renewableenergy
neg,#auspol #climatechange #globalwarming alarmists have just reset the catastrophe clock again. This is so ridiculous https://t.co/9gH1DYeA81
neg,Record-breaking heat shows world is losing battle against #ClimateChange #GlobalWarming https://t.co/9oOYJpSx1k https://t.co/eDAO9cOcQd
neg,#GlobalWarming https://t.co/vmXox0erw8 Guest post by Bill DiPuccio  Science Teacher Let’s face it  high school science videos can be boring…
neg,Are #ALT3 and #GlobalWarming fiction? https://t.co/J9T3D3AGy9 #Conspiracy #SciFi https://t.co/Ei0Ivlg1Ig
pos,#inspired #hope from #einstein #EleanorRoosevelt #rumi and #courseinmiracles  #globalwarming Robots Are Dyi... https://t.co/3Qc8zInoLT
neg,#auspol #globalwarming #climatechange scientists reset the catastrophe clock again.  They need more research  $$$$ https://t.co/xeJ7QfOV8A
pos,Dog walk after dinner thanks to #DaylightSavingTime and #globalwarming #60Degrees
neg,Big Problem - Greenland's Ice Sheet Is Filthy https://t.co/A8aVnaD3q4  #bamboo #climatechange #mommy #globalwarming https://t.co/PdhSzPmUtG
neg,#globalwarming #disaster #climatechange Sea level disaster: https://t.co/GoKSeRHcdV Or it can be prevented: https://t.co/RiJopL7H9I
neg,Last month's high temperatures broke 100 yrs of records - a #globalwarming #shocker #climateemergency #calltoaction  https://t.co/e5dzKWTlBs
neg,#February breaks #Global Temperature by a 'Shocking Amount' #GlobalWarming #ClimateChange https://t.co/yyDNCXfWqW https://t.co/9ShcJijdh6
pos,Warren Meyer:I love Windows 7 and am Exhausted with Microsoft's Efforts to Make Me Switch #COP21 #globalwarming https://t.co/Ut9C1uMfye
pos,Aerosol #emissions may greatly influence #Earth’s climate; their atmospheric disappearance may hasten #GlobalWarming https://t.co/2f8RKdAMzx
pos,#ClimateChange: February hottest month ever as exceptional figures show #GlobalWarming surge https://t.co/yEzWUrbYT2 https://t.co/RrfX8o9ibL
pos,#globalwarming got me Riding Like Hurricane by @SHOKAL7 #np on #SoundCloud https://t.co/rvjaLaYUAT
neg,@PamBondi support polluters of Chesapeake Bay &amp; used Florida tax dollars doing it  She supports @realDonaldTrump views on #globalwarming
pos,#inspired #hope from #einstein #EleanorRoosevelt #rumi and #courseinmiracles  #globalwarming This Is The Mi... https://t.co/v1m3a7ojKX
neg,Millions of Americans at risk from rising seas https://t.co/FoKrqNy5Ow #globalwarming
neg,The Planet Just Obliterated Another Heat Record: … ) as the danger limit for global… https://t.co/mlZp7AayoF #ClimateChange #GlobalWarming
pos,#Science says #sealevelrise cud displace more #Americans than the Great #migration  https://t.co/YanGxLrjgX #globalwarming #climatechange
neg,March 14  2016 got up to -5 degrees celsius here in Nain. Not much of a winter  few cold days here and there #globalwarming
pos,Interesting. Major difference this time is that this #globalwarming not following an #IceAge ... https://t.co/HBGIuvACK0
neg,NASA released more proof of #globalwarming  today  but no ones talking about it. Instead  were worried about #Nationalnappingday ......
pos,Welcome to #GOP's America. #ClimateChange #globalwarming  https://t.co/WXuqjoNNOJ
neg,.@Slate What #GlobalWarming? .@GOP's #ALEC imaginary Nazi "god" doesn't believe in such Things  or was that just ALEC #NRA #Nazis in #Ohio?
neg,We are being attacked and the attack is coming from climate change. -Bernie Sanders #climatechange #globalwarming
neg,Global Warming Causes Rising Concern in Höfn - IcelandReview https://t.co/V0iQHQwqy0  - #GlobalWarming
neg,#GlobalWarming #Tcot Mark Blazis: Antarctica provides many lessons on global warming: An ex... https://t.co/aoaeoBayFf #UniteBlue #CC :-(
neg,#GlobalWarming #Tcot Real Life Hacks to Cut Your Carbon Footprint (Plus: A Personal Emissio... https://t.co/xjMYtS7yal #UniteBlue #CC :-(
neg,#GlobalWarming https://t.co/xAoyMEfNYx “I don’t have much patience for people who deny climate change” – Barack Obama  US …
neg,In the movies world reacts as one to deal with earth destroying asteroid! In real life the asteroid is #globalwarming &amp; the world dithers!
neg,Tallbloke:Britain’s spurious leaders intend to commit UK to a dark and cold future. #COP21 #globalwarming #climate https://t.co/66orvgqog6
neg,February breaks global temperature records by 'shocking' amount https://t.co/wq08Ce1SIv #globalwarming
neg,February breaks global temperature records by 'shocking' amount #globalwarming  https://t.co/pY38QPiwMK
pos,Funny thing about @liberals they spout BS for a living #climatechange #globalwarming but ignore truth https://t.co/t6aWK5F3LP for profit
pos,#inspired #hope from #einstein #EleanorRoosevelt #rumi and #courseinmiracles  #globalwarming The Case for H... https://t.co/MREtoyus9Z
neg,@ericfisher 200 Year droughts long before I bought my SUV https://t.co/t6aWK5F3LP #globalwarming is a SCAM
pos,#GlobalWarming https://t.co/bcj9gZTpDQ Americans for Prosperity sent a camera crew to the People's Climate March in New York City  where th…
neg,It makes me so sad hearing about how hard Arctic animals Are finding it to cope with all the melting ice cause of us 😥😢. #globalwarming 😢
neg,We're losing  folks. I'm terrified.  https://t.co/Fw0VE4Cg5c  #climatechange #exxonknew #FossilFuels #globalwarming
neg,#globalwarming is here to stay  if we don't change are bad habits and bad for mother nature inventions!! https://t.co/rjdfaSslRs
neg,“@ 80% [ALL] known coal 50% oil 30% gas [MUST] #stayintheground" to avoid worse #globalwarming. https://t.co/2Zy0FRkexf  #Feb2016 @ungaro_c
pos,Lovers of #snow #PLAY read this and weep. #globalwarming SUCKS Why live somewhere cold n dark with zip to play on? https://t.co/gGmjdfxsmh
neg,NASA Drops Major Bomb in 'March Toward Ever-Warmer Planet' - https://t.co/TdWKPqpvI5 #climatechange #globalwarming
neg,February breaks global temperature records by 'shocking' amount https://t.co/NtEfNel2rG | @MikeySlezak | #climatechange #globalwarming
neg,@ericfisher What happened to dryer than normal PREDICTIONS for PAC NW the #globalwarming nutcases were spouting last Fall??
neg,The story that could write itself:Climate Scientist Arrested for Fraud https://t.co/mdmmBuio2q #utpol #GlobalWarming? #ClimateChange? #Scam
neg,@Mozziebites @p_hannam those who originally predicted this ... the ones labeled #alarmists ... looking on the money ?!! #globalwarming
neg,#Globalwarming has made some #weather events worse  new report from @theNASEM says @washingtonpost https://t.co/uUNVkOTywt
